MAZ,HHq1,HHq2,HHq3,HHq4
716087,5.0,4.0,8.0,13.0
716091,0.0,0.0,0.0,1.0
716092,0.0,0.0,0.0,0.0
716096,13.0,19.0,14.0,39.0
716097,0.0,0.0,0.0,0.0
716098,7.0,9.0,12.0,17.0
716110,17.0,11.0,15.0,20.0
716120,2.0,21.0,13.0,32.0
716123,7.0,5.0,8.0,6.0
716125,8.0,12.0,8.0,15.0
716130,8.0,12.0,13.0,16.0
716131,9.0,11.0,13.0,25.0
716132,10.0,15.0,14.0,10.0
716144,7.0,19.0,17.0,27.0
716146,24.0,27.0,36.0,30.0
716170,3.0,3.0,12.0,10.0
716171,9.0,33.0,46.0,91.0
716173,20.0,21.0,18.0,41.0
716174,30.0,33.0,51.0,67.0
716175,5.0,8.0,13.0,10.0
716176,1.0,0.0,0.0,1.0
716177,27.0,0.0,0.0,0.0
716184,13.0,6.0,5.0,8.0
716185,0.0,0.0,0.0,0.0
716186,73.0,82.0,81.0,76.0
716187,7.0,7.0,9.0,10.0
716188,2.0,9.0,12.0,15.0
716193,13.0,20.0,20.0,33.0
716195,73.0,53.0,44.0,47.0
716196,6.0,13.0,11.0,15.0
716197,1.0,4.0,1.0,9.0
716199,1.0,0.0,7.0,3.0
716201,8.0,9.0,13.0,13.0
716202,4.0,7.0,12.0,19.0
716204,0.0,5.0,2.0,1.0
716206,3.0,15.0,8.0,35.0
716209,42.0,32.0,29.0,43.0
716213,11.0,25.0,33.0,64.0
716215,6.0,7.0,3.0,5.0
716216,7.0,9.0,12.0,24.0
716221,5.0,16.0,12.0,24.0
716227,1.0,2.0,0.0,3.0
716229,10.0,13.0,15.0,22.0
716231,52.0,25.0,26.0,29.0
716234,10.0,17.0,12.0,24.0
716236,12.0,8.0,12.0,7.0
716239,0.0,0.0,0.0,0.0
716240,5.0,5.0,8.0,11.0
716255,3.0,2.0,1.0,3.0
716256,0.0,0.0,0.0,0.0
716259,2.0,3.0,4.0,6.0
716267,47.0,69.0,65.0,99.0
716268,63.0,69.0,76.0,139.0
716273,4.0,13.0,18.0,24.0
716278,0.0,9.0,10.0,30.0
716282,1.0,3.0,10.0,15.0
716290,6.0,17.0,8.0,23.0
716294,1.0,0.0,1.0,1.0
716304,5.0,10.0,19.0,26.0
716306,3.0,7.0,9.0,5.0
716310,4.0,14.0,14.0,25.0
716316,17.0,12.0,20.0,17.0
716317,0.0,10.0,7.0,10.0
716320,2.0,3.0,4.0,6.0
716321,13.0,14.0,12.0,19.0
716322,20.0,11.0,7.0,19.0
716323,1.0,8.0,14.0,14.0
716324,3.0,5.0,5.0,13.0
716329,4.0,9.0,13.0,12.0
716330,20.0,8.0,11.0,26.0
716331,3.0,8.0,10.0,11.0
716334,8.0,16.0,18.0,19.0
716335,4.0,12.0,12.0,19.0
716336,12.0,11.0,21.0,34.0
716337,28.0,31.0,36.0,47.0
716338,23.0,44.0,51.0,51.0
716342,0.0,0.0,0.0,0.0
716347,93.0,27.0,39.0,88.0
716349,0.0,0.0,0.0,0.0
716350,61.0,42.0,51.0,64.0
716355,6.0,11.0,21.0,39.0
716356,1.0,10.0,10.0,11.0
716360,3.0,1.0,7.0,7.0
716366,10.0,15.0,11.0,22.0
716368,0.0,1.0,0.0,3.0
716369,39.0,52.0,49.0,94.0
716371,1.0,9.0,10.0,33.0
716372,13.0,15.0,22.0,43.0
716373,0.0,0.0,0.0,0.0
716376,0.0,0.0,0.0,0.0
716377,7.0,10.0,4.0,16.0
716378,18.0,17.0,28.0,42.0
716380,1.0,8.0,10.0,16.0
716381,15.0,21.0,57.0,89.0
716383,40.0,49.0,62.0,83.0
716385,8.0,15.0,16.0,17.0
716387,4.0,11.0,13.0,18.0
716389,10.0,13.0,21.0,30.0
716391,8.0,9.0,8.0,16.0
716393,2.0,2.0,1.0,5.0
716394,0.0,0.0,1.0,0.0
716396,9.0,24.0,19.0,47.0
716397,12.0,15.0,12.0,33.0
716398,1.0,3.0,3.0,3.0
716399,8.0,4.0,5.0,8.0
716401,7.0,12.0,2.0,11.0
716403,8.0,8.0,9.0,5.0
716404,5.0,3.0,11.0,10.0
716408,71.0,81.0,68.0,69.0
716409,3.0,8.0,14.0,23.0
716422,11.0,10.0,12.0,16.0
716424,4.0,8.0,6.0,10.0
716425,4.0,6.0,10.0,8.0
716428,81.0,98.0,94.0,133.0
716429,0.0,0.0,0.0,0.0
716434,29.0,59.0,43.0,70.0
716439,0.0,0.0,0.0,0.0
716442,6.0,8.0,11.0,18.0
716445,0.0,0.0,0.0,0.0
716451,0.0,1.0,0.0,0.0
716454,31.0,25.0,19.0,33.0
716456,6.0,6.0,10.0,14.0
716458,8.0,12.0,13.0,7.0
716459,7.0,13.0,17.0,15.0
716461,10.0,9.0,12.0,13.0
716469,10.0,26.0,37.0,45.0
716470,12.0,10.0,9.0,10.0
716482,9.0,15.0,24.0,51.0
716483,2.0,3.0,5.0,5.0
716484,3.0,8.0,15.0,12.0
716492,1.0,8.0,3.0,7.0
716493,0.0,0.0,2.0,1.0
716494,8.0,6.0,12.0,34.0
716504,6.0,11.0,9.0,17.0
716506,1.0,2.0,3.0,11.0
716507,0.0,0.0,0.0,0.0
716509,9.0,20.0,13.0,31.0
716511,19.0,31.0,26.0,26.0
716514,7.0,9.0,14.0,22.0
716516,15.0,24.0,20.0,45.0
716524,0.0,0.0,0.0,0.0
716536,0.0,0.0,0.0,1.0
716545,0.0,0.0,0.0,0.0
716557,0.0,0.0,0.0,0.0
716562,6.0,2.0,1.0,6.0
716567,8.0,11.0,10.0,18.0
716568,14.0,34.0,25.0,35.0
716572,1.0,8.0,3.0,3.0
716575,10.0,22.0,26.0,42.0
716579,11.0,14.0,16.0,23.0
716582,0.0,0.0,0.0,0.0
716584,2.0,2.0,1.0,6.0
716591,8.0,13.0,15.0,22.0
716595,0.0,0.0,0.0,1.0
716600,0.0,0.0,0.0,0.0
716601,0.0,0.0,0.0,0.0
716611,108.0,115.0,108.0,177.0
716617,19.0,48.0,44.0,50.0
716620,10.0,7.0,20.0,29.0
716624,0.0,1.0,2.0,0.0
716625,1.0,2.0,0.0,0.0
716627,4.0,8.0,8.0,19.0
716629,1.0,0.0,2.0,2.0
716634,4.0,9.0,11.0,26.0
716635,13.0,17.0,23.0,30.0
716636,4.0,8.0,7.0,6.0
716638,10.0,20.0,19.0,32.0
716641,6.0,10.0,12.0,17.0
716649,16.0,12.0,16.0,45.0
716653,0.0,0.0,0.0,0.0
716654,115.0,32.0,52.0,90.0
716659,7.0,12.0,18.0,21.0
716660,13.0,16.0,31.0,31.0
716661,0.0,0.0,0.0,0.0
716665,0.0,0.0,0.0,0.0
716666,1.0,6.0,6.0,19.0
716670,6.0,14.0,14.0,16.0
716671,4.0,10.0,16.0,17.0
716672,1.0,0.0,1.0,0.0
716676,15.0,26.0,36.0,51.0
716686,6.0,11.0,7.0,28.0
716688,2.0,7.0,10.0,15.0
716693,14.0,35.0,46.0,62.0
716701,0.0,0.0,0.0,0.0
716705,0.0,0.0,0.0,1.0
716715,21.0,14.0,15.0,18.0
716723,22.0,39.0,36.0,51.0
716739,2.0,9.0,15.0,15.0
716741,6.0,35.0,38.0,48.0
716743,14.0,8.0,14.0,26.0
716745,14.0,20.0,22.0,38.0
716748,20.0,8.0,18.0,19.0
716750,29.0,71.0,65.0,102.0
716764,1.0,0.0,0.0,0.0
716765,0.0,0.0,0.0,0.0
716766,16.0,11.0,17.0,44.0
716769,5.0,6.0,17.0,10.0
716772,0.0,4.0,4.0,6.0
716774,0.0,0.0,0.0,0.0
716777,1.0,2.0,0.0,4.0
716781,12.0,24.0,31.0,55.0
716785,18.0,31.0,27.0,63.0
716788,2.0,3.0,1.0,6.0
716794,104.0,68.0,75.0,79.0
716801,5.0,13.0,25.0,19.0
716802,28.0,12.0,17.0,30.0
716812,42.0,63.0,47.0,40.0
716817,0.0,0.0,4.0,3.0
716825,11.0,22.0,38.0,52.0
716826,13.0,9.0,15.0,13.0
716832,2.0,3.0,2.0,6.0
716858,0.0,0.0,0.0,0.0
716870,12.0,15.0,19.0,23.0
716871,6.0,6.0,8.0,11.0
716874,4.0,7.0,11.0,12.0
716877,0.0,0.0,0.0,0.0
716882,0.0,0.0,0.0,0.0
716890,0.0,0.0,0.0,0.0
716891,3.0,11.0,11.0,8.0
716892,45.0,40.0,37.0,44.0
716897,5.0,9.0,8.0,12.0
716898,6.0,12.0,7.0,12.0
716901,2.0,6.0,6.0,16.0
716902,21.0,28.0,37.0,42.0
716912,19.0,20.0,29.0,63.0
716914,0.0,0.0,0.0,0.0
716922,0.0,0.0,0.0,0.0
716924,76.0,76.0,73.0,96.0
716925,1.0,3.0,8.0,13.0
716926,1.0,2.0,0.0,5.0
716930,1.0,2.0,1.0,1.0
716933,24.0,76.0,46.0,108.0
716948,0.0,0.0,0.0,0.0
716974,0.0,0.0,0.0,0.0
716980,0.0,0.0,0.0,0.0
716990,5.0,21.0,25.0,46.0
716993,21.0,26.0,37.0,48.0
716995,1.0,11.0,13.0,23.0
716997,2.0,8.0,8.0,34.0
716998,76.0,71.0,86.0,165.0
716999,9.0,9.0,8.0,19.0
717000,0.0,0.0,0.0,0.0
717018,11.0,11.0,11.0,9.0
717019,2.0,8.0,6.0,11.0
717022,24.0,29.0,18.0,21.0
717025,8.0,9.0,9.0,17.0
717031,52.0,45.0,57.0,120.0
717040,1.0,0.0,1.0,1.0
717044,12.0,11.0,17.0,14.0
717046,6.0,10.0,19.0,17.0
717054,1.0,0.0,1.0,2.0
717058,16.0,37.0,18.0,31.0
717064,8.0,12.0,12.0,17.0
717065,3.0,3.0,2.0,6.0
717067,3.0,4.0,5.0,8.0
717068,13.0,15.0,17.0,21.0
717069,17.0,22.0,21.0,31.0
717070,0.0,1.0,2.0,1.0
717072,0.0,0.0,0.0,0.0
717075,11.0,8.0,9.0,7.0
717076,12.0,11.0,12.0,16.0
717077,13.0,27.0,46.0,75.0
717088,2.0,2.0,4.0,23.0
717089,1.0,6.0,5.0,4.0
717101,9.0,26.0,26.0,35.0
717104,0.0,5.0,3.0,4.0
717105,0.0,0.0,0.0,0.0
717106,4.0,4.0,13.0,25.0
717107,9.0,19.0,13.0,45.0
717109,0.0,0.0,0.0,0.0
717110,15.0,21.0,32.0,46.0
717116,0.0,1.0,1.0,1.0
717130,4.0,6.0,5.0,11.0
717142,10.0,20.0,30.0,48.0
717144,24.0,53.0,52.0,99.0
717151,22.0,24.0,12.0,30.0
717153,45.0,45.0,45.0,58.0
717155,7.0,6.0,15.0,9.0
717159,7.0,14.0,17.0,16.0
717163,13.0,14.0,10.0,9.0
717166,3.0,0.0,2.0,1.0
717167,11.0,5.0,8.0,18.0
717170,0.0,0.0,0.0,0.0
717172,4.0,6.0,5.0,9.0
717174,24.0,33.0,37.0,46.0
717179,2.0,4.0,4.0,6.0
717180,5.0,6.0,2.0,9.0
717181,29.0,40.0,59.0,76.0
717182,0.0,0.0,0.0,0.0
717184,0.0,0.0,0.0,0.0
717185,0.0,0.0,0.0,0.0
717186,4.0,20.0,13.0,17.0
717188,9.0,15.0,17.0,13.0
717189,12.0,9.0,5.0,9.0
717190,7.0,2.0,7.0,6.0
717191,13.0,17.0,27.0,23.0
717192,16.0,15.0,9.0,18.0
717193,0.0,0.0,0.0,0.0
717195,1.0,0.0,0.0,2.0
717196,30.0,35.0,32.0,61.0
717197,8.0,4.0,4.0,12.0
717198,5.0,10.0,14.0,22.0
717202,6.0,7.0,13.0,18.0
717204,2.0,1.0,0.0,4.0
717205,7.0,14.0,15.0,10.0
717207,4.0,1.0,2.0,6.0
717208,6.0,12.0,11.0,31.0
717210,9.0,29.0,36.0,48.0
717217,19.0,20.0,25.0,33.0
717221,100.0,28.0,30.0,31.0
717226,0.0,0.0,0.0,0.0
717233,25.0,56.0,70.0,139.0
717234,8.0,16.0,21.0,38.0
717235,10.0,9.0,6.0,19.0
717244,6.0,22.0,16.0,32.0
717254,3.0,7.0,6.0,3.0
717258,89.0,53.0,55.0,120.0
717260,5.0,19.0,17.0,32.0
717264,3.0,5.0,9.0,15.0
717269,13.0,14.0,19.0,20.0
717270,11.0,21.0,14.0,34.0
717271,3.0,1.0,8.0,8.0
717281,29.0,22.0,12.0,33.0
717285,4.0,4.0,11.0,17.0
717291,1.0,4.0,7.0,16.0
717292,0.0,5.0,1.0,5.0
717293,12.0,15.0,33.0,42.0
717295,4.0,11.0,7.0,12.0
717296,10.0,11.0,11.0,15.0
717299,24.0,39.0,34.0,69.0
717300,3.0,2.0,2.0,8.0
717301,0.0,0.0,0.0,0.0
717304,0.0,0.0,0.0,2.0
717309,10.0,11.0,25.0,28.0
717318,54.0,68.0,47.0,75.0
717322,10.0,25.0,31.0,44.0
717323,8.0,11.0,14.0,24.0
717329,6.0,5.0,5.0,3.0
717331,10.0,22.0,57.0,101.0
717332,22.0,14.0,24.0,33.0
717333,11.0,16.0,15.0,24.0
717337,0.0,1.0,0.0,1.0
717342,25.0,31.0,37.0,41.0
717343,4.0,4.0,1.0,3.0
717344,6.0,12.0,8.0,5.0
717346,10.0,18.0,25.0,33.0
717348,27.0,14.0,23.0,44.0
717349,8.0,29.0,23.0,55.0
717350,1.0,7.0,4.0,11.0
717358,73.0,143.0,125.0,173.0
717361,9.0,14.0,17.0,28.0
717363,2.0,4.0,4.0,10.0
717369,1.0,4.0,13.0,15.0
717370,12.0,15.0,20.0,58.0
717371,11.0,15.0,28.0,44.0
717384,25.0,37.0,51.0,121.0
717385,0.0,1.0,0.0,0.0
717386,1.0,1.0,4.0,4.0
717387,15.0,25.0,38.0,44.0
717389,2.0,6.0,13.0,13.0
717398,0.0,0.0,0.0,0.0
717404,0.0,0.0,0.0,0.0
717416,11.0,20.0,17.0,25.0
717420,17.0,34.0,26.0,54.0
717423,14.0,23.0,19.0,39.0
717424,0.0,0.0,0.0,0.0
717426,0.0,1.0,1.0,1.0
717428,29.0,24.0,45.0,67.0
717435,17.0,31.0,40.0,34.0
717436,11.0,27.0,26.0,34.0
717438,6.0,6.0,5.0,13.0
717439,12.0,20.0,14.0,17.0
717447,7.0,9.0,11.0,18.0
717448,10.0,18.0,17.0,38.0
717455,32.0,24.0,23.0,32.0
717456,9.0,7.0,6.0,15.0
717457,9.0,12.0,8.0,7.0
717458,15.0,20.0,15.0,24.0
717464,11.0,15.0,8.0,20.0
717483,0.0,0.0,0.0,0.0
717491,1.0,0.0,1.0,2.0
717498,0.0,0.0,0.0,0.0
717500,0.0,0.0,0.0,0.0
717517,5.0,14.0,9.0,34.0
717520,0.0,0.0,0.0,2.0
717523,10.0,9.0,8.0,20.0
717526,9.0,16.0,24.0,45.0
717527,9.0,9.0,9.0,18.0
717530,1.0,1.0,8.0,7.0
717536,2.0,6.0,4.0,2.0
717538,3.0,5.0,6.0,8.0
717540,1.0,1.0,4.0,5.0
717544,13.0,19.0,18.0,40.0
717546,23.0,56.0,56.0,83.0
717553,0.0,1.0,0.0,1.0
717555,12.0,17.0,8.0,27.0
717559,0.0,0.0,0.0,0.0
717568,13.0,11.0,9.0,14.0
717577,17.0,13.0,18.0,29.0
717579,11.0,30.0,36.0,54.0
717588,3.0,6.0,11.0,24.0
717595,5.0,11.0,16.0,22.0
717596,1.0,2.0,2.0,1.0
717601,4.0,12.0,11.0,13.0
717603,0.0,0.0,0.0,0.0
717615,0.0,0.0,1.0,2.0
717626,0.0,0.0,0.0,0.0
717640,4.0,14.0,14.0,15.0
717642,7.0,9.0,20.0,19.0
717646,0.0,0.0,0.0,0.0
717649,40.0,14.0,26.0,32.0
717652,82.0,37.0,41.0,49.0
717658,3.0,3.0,4.0,3.0
717661,6.0,8.0,22.0,30.0
717663,4.0,3.0,4.0,13.0
717665,6.0,6.0,12.0,17.0
717667,0.0,0.0,0.0,0.0
717677,28.0,18.0,15.0,21.0
717678,187.0,39.0,43.0,92.0
717681,11.0,11.0,17.0,10.0
717685,0.0,0.0,0.0,0.0
717686,0.0,0.0,0.0,0.0
717703,54.0,70.0,59.0,90.0
717704,11.0,3.0,6.0,6.0
717706,14.0,20.0,21.0,10.0
717713,14.0,12.0,16.0,20.0
717715,1.0,9.0,13.0,14.0
717717,0.0,0.0,0.0,0.0
717722,9.0,7.0,7.0,13.0
717724,28.0,8.0,10.0,18.0
717725,9.0,4.0,9.0,9.0
717727,0.0,0.0,1.0,2.0
717730,36.0,4.0,1.0,7.0
717731,0.0,0.0,0.0,0.0
717732,11.0,18.0,10.0,15.0
717735,0.0,0.0,0.0,0.0
717736,4.0,14.0,6.0,7.0
717737,5.0,11.0,11.0,12.0
717742,10.0,16.0,17.0,30.0
717760,5.0,8.0,7.0,28.0
717764,55.0,54.0,58.0,103.0
717765,11.0,24.0,33.0,41.0
717767,9.0,21.0,15.0,36.0
717768,1.0,2.0,2.0,3.0
717775,8.0,9.0,12.0,4.0
717783,58.0,48.0,48.0,65.0
717795,1.0,1.0,1.0,0.0
717798,0.0,0.0,0.0,0.0
717801,10.0,13.0,15.0,27.0
717805,31.0,23.0,27.0,31.0
717814,2.0,4.0,4.0,10.0
717828,0.0,0.0,0.0,0.0
717829,24.0,32.0,62.0,95.0
717840,5.0,3.0,9.0,9.0
717841,2.0,7.0,7.0,12.0
717844,0.0,0.0,0.0,0.0
717845,1.0,1.0,0.0,0.0
717846,2.0,1.0,8.0,5.0
717847,11.0,11.0,22.0,29.0
717848,3.0,7.0,4.0,13.0
717850,13.0,10.0,12.0,22.0
717851,9.0,10.0,13.0,27.0
717854,0.0,0.0,0.0,0.0
717855,16.0,14.0,19.0,28.0
717864,6.0,7.0,5.0,10.0
717866,7.0,9.0,7.0,18.0
717868,0.0,2.0,1.0,4.0
717870,1.0,5.0,7.0,5.0
717871,2.0,13.0,7.0,23.0
717873,25.0,70.0,76.0,119.0
717876,3.0,7.0,15.0,9.0
717877,10.0,12.0,7.0,15.0
717879,6.0,4.0,5.0,14.0
717883,141.0,92.0,83.0,135.0
717884,17.0,19.0,19.0,29.0
717885,4.0,6.0,8.0,8.0
717897,0.0,0.0,0.0,0.0
717907,42.0,50.0,46.0,91.0
717909,0.0,0.0,0.0,0.0
717910,11.0,37.0,51.0,120.0
717912,4.0,4.0,8.0,18.0
717914,2.0,10.0,10.0,12.0
717922,26.0,18.0,16.0,31.0
717924,47.0,21.0,27.0,35.0
717931,7.0,7.0,4.0,22.0
717941,7.0,19.0,22.0,16.0
717944,0.0,4.0,5.0,3.0
717945,9.0,20.0,13.0,26.0
717948,12.0,13.0,25.0,29.0
717959,9.0,9.0,13.0,19.0
717962,0.0,0.0,0.0,1.0
717963,2.0,8.0,13.0,7.0
717967,22.0,34.0,51.0,83.0
717972,5.0,16.0,21.0,39.0
717974,8.0,19.0,12.0,15.0
717976,7.0,8.0,10.0,19.0
717977,11.0,12.0,14.0,15.0
717978,10.0,9.0,7.0,16.0
717979,5.0,10.0,20.0,23.0
717981,7.0,11.0,13.0,23.0
717987,17.0,31.0,28.0,60.0
717988,1.0,1.0,0.0,1.0
717989,15.0,18.0,20.0,29.0
718000,2.0,3.0,3.0,6.0
718004,38.0,61.0,59.0,91.0
718011,4.0,1.0,0.0,1.0
718012,10.0,18.0,11.0,8.0
718013,4.0,7.0,9.0,10.0
718016,12.0,15.0,19.0,26.0
718018,25.0,12.0,12.0,19.0
718021,10.0,15.0,18.0,28.0
718025,16.0,23.0,15.0,27.0
718028,11.0,12.0,5.0,6.0
718029,9.0,7.0,6.0,11.0
718030,10.0,6.0,9.0,11.0
718032,42.0,56.0,45.0,39.0
718035,0.0,0.0,0.0,0.0
718041,6.0,6.0,13.0,25.0
718044,4.0,6.0,11.0,24.0
718045,63.0,11.0,18.0,22.0
718054,0.0,0.0,0.0,0.0
718056,131.0,46.0,46.0,88.0
718057,4.0,4.0,7.0,17.0
718065,4.0,8.0,5.0,13.0
718072,4.0,9.0,9.0,16.0
718084,0.0,0.0,0.0,1.0
718087,10.0,15.0,13.0,19.0
718092,0.0,0.0,0.0,0.0
718101,0.0,0.0,0.0,0.0
718102,0.0,0.0,1.0,2.0
718103,4.0,5.0,2.0,7.0
718104,0.0,0.0,0.0,0.0
718105,9.0,8.0,18.0,24.0
718109,14.0,15.0,12.0,31.0
718111,1.0,5.0,10.0,5.0
718112,2.0,7.0,8.0,5.0
718122,5.0,18.0,7.0,14.0
718139,13.0,28.0,38.0,72.0
718140,11.0,3.0,8.0,10.0
718146,10.0,11.0,13.0,42.0
718148,2.0,12.0,19.0,27.0
718152,17.0,25.0,25.0,39.0
718158,5.0,5.0,13.0,8.0
718159,1.0,2.0,4.0,5.0
718160,0.0,0.0,0.0,0.0
718161,0.0,0.0,0.0,0.0
718163,8.0,27.0,25.0,42.0
718164,2.0,2.0,4.0,8.0
718168,4.0,6.0,6.0,14.0
718169,0.0,0.0,0.0,0.0
718170,15.0,24.0,19.0,42.0
718175,20.0,39.0,51.0,67.0
718179,27.0,28.0,22.0,32.0
718180,0.0,0.0,0.0,0.0
718192,0.0,1.0,0.0,1.0
718196,1.0,5.0,4.0,4.0
718209,1.0,12.0,8.0,24.0
718225,0.0,0.0,0.0,0.0
718226,4.0,12.0,13.0,24.0
718227,0.0,0.0,0.0,0.0
718228,1.0,3.0,2.0,5.0
718229,0.0,0.0,0.0,0.0
718251,5.0,13.0,23.0,24.0
718257,0.0,0.0,0.0,0.0
718260,0.0,0.0,0.0,0.0
718264,1.0,0.0,0.0,0.0
718271,32.0,16.0,35.0,53.0
718282,17.0,11.0,8.0,17.0
718284,1.0,0.0,0.0,0.0
718293,38.0,51.0,59.0,111.0
718299,0.0,1.0,1.0,4.0
718312,0.0,1.0,2.0,7.0
718313,1.0,3.0,3.0,2.0
718322,27.0,64.0,57.0,86.0
718326,0.0,3.0,1.0,0.0
718330,2.0,2.0,5.0,2.0
718333,6.0,10.0,12.0,26.0
718344,0.0,0.0,0.0,0.0
718354,0.0,0.0,0.0,0.0
718359,11.0,21.0,24.0,45.0
718364,96.0,76.0,75.0,88.0
718366,17.0,5.0,9.0,15.0
718371,0.0,0.0,0.0,0.0
718373,0.0,0.0,0.0,0.0
718375,69.0,84.0,73.0,64.0
718377,28.0,46.0,34.0,64.0
718380,0.0,0.0,0.0,0.0
718384,11.0,11.0,19.0,15.0
718385,16.0,48.0,33.0,57.0
718387,2.0,8.0,8.0,8.0
718390,35.0,60.0,48.0,52.0
718393,4.0,6.0,10.0,11.0
718396,0.0,0.0,1.0,1.0
718399,23.0,43.0,43.0,94.0
718400,0.0,0.0,0.0,0.0
718402,34.0,33.0,32.0,42.0
718403,13.0,28.0,24.0,57.0
718407,11.0,12.0,27.0,25.0
718411,0.0,0.0,0.0,0.0
718412,0.0,2.0,4.0,2.0
718413,20.0,35.0,24.0,38.0
718414,7.0,10.0,22.0,23.0
718416,6.0,20.0,20.0,24.0
718425,0.0,3.0,0.0,2.0
718436,5.0,3.0,1.0,2.0
718437,22.0,50.0,54.0,91.0
718440,6.0,8.0,11.0,4.0
718443,2.0,6.0,6.0,6.0
718445,0.0,2.0,1.0,0.0
718448,0.0,0.0,0.0,0.0
718450,0.0,0.0,0.0,0.0
718461,16.0,11.0,23.0,39.0
718462,5.0,6.0,10.0,12.0
718463,5.0,13.0,6.0,8.0
718469,0.0,0.0,0.0,0.0
718476,16.0,33.0,24.0,30.0
718478,23.0,2.0,7.0,8.0
718483,21.0,28.0,44.0,60.0
718502,44.0,67.0,60.0,89.0
718518,0.0,0.0,1.0,3.0
718550,5.0,6.0,15.0,8.0
718553,0.0,1.0,3.0,2.0
718556,11.0,12.0,16.0,27.0
718557,23.0,33.0,27.0,42.0
718558,3.0,2.0,4.0,2.0
718559,46.0,93.0,106.0,158.0
718561,0.0,1.0,1.0,1.0
718588,14.0,7.0,16.0,10.0
718590,5.0,5.0,4.0,6.0
718591,4.0,7.0,7.0,10.0
718593,4.0,9.0,12.0,7.0
718594,7.0,6.0,10.0,8.0
718599,12.0,22.0,24.0,32.0
718600,17.0,33.0,35.0,48.0
718602,7.0,6.0,7.0,20.0
718603,4.0,0.0,2.0,2.0
718604,3.0,2.0,8.0,6.0
718606,8.0,12.0,24.0,31.0
718611,1.0,0.0,1.0,3.0
718613,0.0,2.0,0.0,3.0
718618,2.0,1.0,3.0,3.0
718621,0.0,0.0,0.0,0.0
718629,2.0,1.0,0.0,14.0
718638,43.0,23.0,21.0,38.0
718642,6.0,11.0,10.0,12.0
718643,23.0,17.0,16.0,17.0
718645,0.0,0.0,0.0,0.0
718648,24.0,40.0,58.0,65.0
718649,12.0,28.0,32.0,28.0
718655,3.0,9.0,5.0,12.0
718663,0.0,0.0,0.0,0.0
718666,2.0,6.0,4.0,8.0
718667,13.0,17.0,18.0,25.0
718668,9.0,17.0,26.0,43.0
718671,3.0,4.0,0.0,6.0
718676,2.0,7.0,2.0,6.0
718684,0.0,0.0,0.0,0.0
718685,0.0,0.0,0.0,0.0
718697,12.0,13.0,13.0,12.0
718701,8.0,27.0,31.0,52.0
718702,2.0,2.0,3.0,7.0
718719,7.0,31.0,30.0,41.0
718721,3.0,3.0,11.0,10.0
718722,22.0,35.0,41.0,70.0
718723,21.0,25.0,20.0,35.0
718725,0.0,0.0,0.0,0.0
718729,11.0,18.0,12.0,20.0
718730,27.0,40.0,48.0,75.0
718731,8.0,4.0,6.0,8.0
718732,7.0,11.0,13.0,19.0
718733,0.0,0.0,0.0,0.0
718734,33.0,0.0,5.0,7.0
718744,7.0,11.0,11.0,30.0
718748,42.0,29.0,46.0,59.0
718749,4.0,16.0,15.0,16.0
718769,1.0,1.0,1.0,3.0
718792,12.0,16.0,19.0,22.0
718796,53.0,74.0,66.0,96.0
718798,33.0,43.0,52.0,87.0
718799,17.0,20.0,19.0,27.0
718800,15.0,18.0,32.0,32.0
718812,38.0,59.0,62.0,120.0
718814,0.0,0.0,0.0,0.0
718817,50.0,53.0,73.0,100.0
718820,12.0,24.0,21.0,40.0
718822,9.0,14.0,13.0,29.0
718823,5.0,7.0,4.0,11.0
718824,13.0,11.0,13.0,16.0
718829,9.0,13.0,10.0,15.0
718831,8.0,9.0,9.0,18.0
718840,18.0,31.0,34.0,49.0
718842,0.0,0.0,0.0,0.0
718843,12.0,11.0,6.0,16.0
718846,3.0,10.0,5.0,17.0
718847,3.0,2.0,2.0,6.0
718850,1.0,3.0,2.0,2.0
718852,21.0,38.0,37.0,62.0
718853,14.0,30.0,43.0,58.0
718867,26.0,56.0,56.0,106.0
718871,0.0,0.0,0.0,0.0
718874,8.0,11.0,17.0,30.0
718879,530.0,38.0,41.0,80.0
718895,20.0,29.0,23.0,26.0
718910,5.0,15.0,19.0,21.0
718911,4.0,9.0,6.0,14.0
718913,18.0,7.0,10.0,23.0
718915,14.0,25.0,20.0,28.0
718917,61.0,7.0,14.0,25.0
718921,9.0,17.0,12.0,12.0
718925,4.0,5.0,8.0,13.0
718930,1.0,6.0,5.0,34.0
718932,0.0,0.0,0.0,0.0
718944,14.0,22.0,19.0,26.0
718952,3.0,12.0,6.0,5.0
718953,12.0,20.0,13.0,21.0
718962,4.0,3.0,11.0,18.0
718966,3.0,9.0,6.0,29.0
718969,0.0,17.0,13.0,26.0
718970,32.0,26.0,17.0,25.0
718971,0.0,0.0,0.0,0.0
718973,9.0,10.0,21.0,42.0
718974,8.0,15.0,13.0,36.0
718977,9.0,13.0,15.0,40.0
718981,0.0,0.0,0.0,0.0
718986,0.0,0.0,0.0,0.0
718995,0.0,0.0,0.0,0.0
718996,0.0,4.0,2.0,2.0
719003,9.0,18.0,11.0,25.0
719005,470.0,60.0,84.0,128.0
719019,15.0,18.0,18.0,36.0
719022,17.0,27.0,30.0,33.0
719023,0.0,0.0,0.0,0.0
719030,64.0,75.0,74.0,118.0
719040,3.0,12.0,8.0,6.0
719045,3.0,2.0,3.0,5.0
